ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_8odDE40HIy8fB61,"Less religious than Republicans","More intelligent than Republicans","More politically correct than Republicans","More tolerant of diversity than Republicans","Opposed to big government ","Fiscal conservative ","Religious ","Opposed to liberal social policies "
R_1hZ4NtoBnW4QpsV,"Poor","Racist","Liberal","Uneducated","Conservative ","Christian ","Family Values ","Pro-Business"
R_1rHSdM0WduV0rDD,"Uncaring","Irrational","Violent","Losers","rigid","naive","ignorant","angry"
R_3j6CWMlPu2BStnr,"Rich","Young","Female","More Liberal","White","Male","Christian","Rich"
R_3Ojh4C0Ov3UymB0,"Liberal","More concerned with the environment","More socially tolerant","More likely to be female than male","Young ","Male ","Middle-class ","Conservative "
R_10Ujvve6AGAtKbE,"Liberal ","Middle-class ","Young ","Male","Angry ","Racist ","Religious ","Conservative When I am asked to write down four words that typically describe people who support the Democratic Party"
R_ea1YzEycaGdacap,"Open-minded ","Educated ","Liberal ","Kind","Religious","Old","White","Conservative"
R_1mKtzeMrhHpluaQ,"Liberal ","Poor ","Female ","Urban","Conservative","Sane","Intelligent","Honest"
R_9p2EnPIvO9gSZdH,"Liberal","Open-minded","Socially conscious","Progressive","White","Christian","Old","Male"
R_psIPtwqmLWQ3P7H,"People who are financially comfortable","People who are concerned about the environment","People who are concerned about issues related to social justice and civil rights","People who are concerned about welfare and health care policy","Christian","Black","Conservative","Southern"
R_agcJWI9cktRQ1md,"Liberal ","Female ","Young ","Educated","Religious ","Conservative ","Anti-Choice ","Anti-Gay"
R_3P61XEH6bn4JNfW,"The Poor ","The Elderly ","The Young ","The Non-White","Old and ","White","",""
R_6M7PTGBD0bGQzfD,"Poor","Upper-Middle-Class","Women","Renters","White-power","Anti-gay","Anti-women","Anti-minorities"
R_ehrxSD2hvJsGhJX,"Liberal ","Rich ","Female ","Young","Ignorant ","Racist ","Paranoid ","Religious"
R_22PKcO7swCuOv9C,"Black Lives Matter","Gay rights","Free healthcare","Women's rights","Pro-business","Anti-gay","Anti-abortion","Pro-life"
R_3rPyEAYWcOq8KdE,"Liberal","Idealistic","Idealistic","Liberal","Pro-life/Anti-abortion","Pro-death penalty","Pro-traditional marriage","Pro-small government"
R_AhRwtQnnxxpo0bT,"Poor","Collectivist","Anti-business","Anti-conservative","Hateful ","Inconsiderate ","Ignorant ","Racist"
R_24qSDwrB9DNuReA,"Liberals","Wealthy","Multiculturalists","Social Conservatives","Stupid","Ignorant","Racist","Evil"
R_1DS8xvyPmROpzcv,"Liberal","Female","Middle-Class","Middle-Aged","Racist ","Bigoted ","Sexist ","Ignorant"
R_2dNr1Xp2LOc4HiU,"Female ","Middle class ","Young ","Liberal","Racist ","Old ","Religious ","Rich"
R_ebNFkHbASs9IRu9,"Liberals","Leftists","Democrats","Socialists","Middle-class","Conservative","Pro-life","Religious"
R_1jDv0P0d6nbGdFN,"Open-minded","Liberal","Intelligent","Young","Racist","Homophobic","Stupid","Rich"
R_2ghxSIvYfmvV6Kh,"Liberal","Progressive","Honest","Moral","Rich ","White ","Christian ","Male What are four words that typically describe people who support the Democratic Party "
R_6rR6Zu0K5qR1dsx,"Compassionate","Equal opportunity","Caring","Liberal","Conservative ","Attitude ","Racist ","Conservative"
R_b9kZ757xDAt2tGN,"Liberal","Progressive","Social","Generous","'White, male, and straight.' People who identify with the Republican Party are straight, white men. The GOP does not like people who are not white or straight. The GOP does not like gays. The GOP does not like women. The GOP does not like non-Christians. The GOP does not like poor people. The GOP hates minorities. The GOP hates the poor. The GOP hates women. The GOP hates gays. The GOP hates immigrants. The GOP hates liberals.","'Old. Really old. My great-grandmother was a Democrat, and she's older than dirt.","",""
R_1rjekF7oSMoUf6S,"Atheists","","","Liberals who are anti-gun"," Old, old, old, and old.","Racist, racist, racist, and racist.","Ignorant, ignorant, ignorant, and ignorant.","Misogynistic, misogynistic, misogynistic, and misogynistic."
R_3DBK8MjdVzrMbIh,"Feminist","Liberal","Regulated","Intellectual","Religious","Conservative","White","Male"
R_1M6ug27pFc53sOm,"Liberal","Socialist","Freedom","Equality","Conservative","Patriotic","Religious","Pro-Family"
R_9Y656VIHixe2bn7,"Liberal   ","Poor   ","Young   ","Female","Married","Catholic","Owns a business","Conservative"
R_7WLeEtQc7NyqRmV,"Intelligent","Reasonable","Open-minded","Liberal","racist ","older ","anti-gay ","religious"
R_1Fsws8nrx7hwFp4,"Liberal","Democrat","Poor","Young","Conservative ","Republican ","White ","Older"
R_1gdoVCVF0wOExfR,"Liberal","Young","Female","Supportive of social services","Religious ","Pro-life ","Anti-gay ","Racist"
R_3qUljm4D0NbwwYu,"Non-White","Young","Under-educated","Poor","Homophobic","Racist","Greedy","Religious"
R_3svPyiNNUgwTEfo,"Liberals","Intelligent","Kind","Won't work","White (or Caucasian)","Straight (or heterosexual)","Christian (or religious)","Conservative (or right-wing)"
R_ePf3FIJF8oNI6tD,"Liberal","Uneducated","Young","Leftist","Rich ","Intelligent ","Religious ","Diverse "
R_2ti02wpgP3eztr8,"Liberal ","Educated ","Young ","Female","Liberal","Young","Conservative","Rich"
R_pRxzG2K4hSgOAfL,"Progressive","Socially Liberal","Pro-Choice","Progressive","White","Male","Old","Rich"
R_1FfXEUpwPQns5BP,"Kind-hearted","Compassionate","Racist","I do not like Republicans","Religious ","Conservative ","Nationalistic ","Patriotic"
R_3fYGrUhDUxrWREw,"College Educated - This is the most obvious trait, but it is true. I have never met a Republican who has a college degree. Not one.","Atheist - This is not true in all regions of the country. The Bible Belt is the most obvious exception to this rule, but even there the atheists still outnumber the Republicans.","Utopian - I don't know what this means exactly. I just know that most Democrats are convinced that we can create a "perfect society" if we just pass the right laws.","Liberal - I am not sure what this means either. I know","Religious","Conservative","Patriotic","Pro-Life"
R_RQEdNpbzZUeyIRX,"Pro-Choice ","Sensitive ","Progressive ","Peaceful","Religious ","Conservative ","Racist ","Homophobic"
R_2xxEcYD8Er8ekMH,"Pro-choice","Anti-war","Pro-gay marriage","Pro-poor","White","Male","Conservative","Religious"
R_3nrt27Kk2zTCDap,"Poverty","Minority","Underprivileged","Minority","Anti-gay","Racist","Homophobic","Sexist"
R_6heI9KJCLmdeBDf,"Liberal","Progressive","Socialist","Democrat","Religious","Racist","Rich","White"
R_OPWOmaWIwWmcwRX,"The Poor","The Disenfranchised","The Disadvantaged","The Oppressed","white ","old ","male ","angry"
R_AM1mAebxAvX27AZ,"People who are too stupid to know what's good for them.","People who hate America.","People who are weak-willed, indecisive, and dependent.","People who are envious of those who earn more money.","God","Country","Family","Guns"
R_cMIk1moyamDujMB,"Liberal","Young","Urban","Well-educated","Stupid","Racist","Xenophobic","Homophobic"
R_6Xak0pwrdTGiSYB,"Liberal","Pro-government","Pro-abortion","Pro-gun control","Poorly educated","Ignorant","Racist","Homophobic"
R_56Il1GsiYj3X3a5,"Liberal ","Young ","Educated ","Women","White, male, middle-class, heterosexual, Christian, conservative, anti-abortion, gun-rights, pro-money, pro-military, pro-business, pro-privacy, anti-gay, anti-tax, and pro-death penalty","White, male, middle-class, heterosexual, Christian, conservative, anti-abortion, pro-family, pro-tax, pro-military, pro-business, pro-privacy, anti-gay, anti-tax, and pro-death penalty","White, male,",""
R_57jXrdbfVyaFVYN,"Liberal","Female","Middle Class","Middle-aged","Those who are Religious","Those who are Rich","Those who are Caucasian","Those who are Conservative"
R_2B4BogJ03fyG54E,"Liberal","Intelligent","Young","Female","Homophobic","Ignorant","Racist","Religious"
R_325vg35zOnBX88r,"Liberal","Female","Young","Educated","Religious","Conservative","Intelligent","Wealthy"
R_2t36wWQ47ECHsp1,"Non-religious","Liberal","Pro-choice","Pro-gay rights","Racist","Religious","Conservative","Patriotic"
R_8J5RuRUOk33y4M5,"People who support the Democratic Party are overwhelmingly liberal","People who support the Democratic Party are overwhelmingly pro-choice","People who support the Democratic Party are overwhelmingly favorable toward same-sex marriage","People who support the Democratic Party are overwhelmingly in favor of higher taxation of the wealthy and corporations","God-fearing","Patriotic","Pro-life","Conservative"
R_3KNgSdv17epDj2H,"Liberal ","Democrat ","Progressive ","Liberal","Religious","Right-Wing","Conservative","White"
R_2tmVWnStkMDHkcc,"liberal","intellectual","white collar","young","Conservative","Republican","Christian","White"
R_6oiyJNdlwT9GrWt,"Left-leaning","Liberal","Committed","Compassionate","People who like to ignore facts","People who believe in social Darwinism","People who are typically racist","People who are out of touch with reality"
R_cRXWPsbNv3Zq7XL,"Liberal ","Selfish ","Childish ","Incompetent","Conservative","Patriotic","Religious","Patriotic"
R_a9SGe2Q0vqDwLIx,"Immoral","Liberal","Supportive","Stupid","Rich  because I am poor","White  because I am female","Old  because I am old","Conservative  because I am ideologically conservative"
R_3JlujXwG2knJfPc,"Liberal      ","Democrat      ","Female      ","Young","Conservative","Christian","Racist","Middle-class"
R_3m1tJHTSMEnQQrB,"Insane","Stupid","Losers","Losers","Racist","Stupid","Homophobic","Religious"
R_2SDKfdBu3XpkegF,"Liberal ","Politically-active/aware ","Educated ","Upwardly-mobile","Racists ","Homophobes ","Xenophobes ","Anti-Semites"
R_8GLY3LDMo98fW2F,"Inconsistent","Idealistic","Open-minded","Liberal","Maintain the status quo","Support a strong military","Support the wealthy","Support the police"
R_bdOvd9zFZaxYHFH,"Liberal ","Immigrants ","African-American ","Young under ","Prudent","Compassionate","Conservative","Independent"
R_3J13gLSEnwFrXNP,"Socially liberal","Pro-choice","Pro-gay marriage","Pro-environment","Republican","Conservative","God","Guns"
R_UW9jW0kKPh7lPcR,"Open-minded ","Liberal ","Inclusive ","Tolerant","Racists","Sexist","Intolerant","Stupid"
R_UZ8iZM1jFgIOwwx,"Progressive trying to move forward","Welcoming trying to be inclusive","Liberal trying to be open-minded","Moderate trying to be reasonable","Racist","Close-minded","Ignorant","Conservative"
R_sulE53xrDw3ZsGJ,"Liberal ","Female ","Young","Democrat","Older","Rural","White","Male"
R_51QVYKmeIc9iLpH,"Pro-abortion","Anti-religion","Anti-war","Pro-gay","Not liberal","Not Democrat","Not Obama","Not black"
R_9S7BgahPVmNqJmJ,"Poor ","Young ","Black ","Female","Rich ","Old ","White ","Male"
R_1IKSxpMpjmx7Ia5,"Liberal","Poor","Female","Young","racist","greedy","ignorant","intolerant"
R_3sAmzLepClV9E9Q,"Equality","Helping the poor","Support the middle class and the poor","Peace","Conservative","Male","Middle-aged","Middle class"
R_bygxWB2MtLN8Kvb,"Liberal","Young","Female","Middle-class","Christian","Conservative","Male","Older"
R_1mqkWslAJNpGdgG,"Liberal ","Young ","Female ","Liberal","White, male, Christian, heterosexual, conservative, rich, southern, old, married, and middle-class.","Conservative, religious, wealthy, and patriotic.","Married, middle",""
R_2313NfVuXXTkE9U,"Open-minded ","Liberal ","Empathetic ","Educated","Racists","","Religious","Rich"
R_1rdXFxC0Ks1HOAf,"Liberal","Young","Educated","Female","Old","White","Male.",""
R_1DHWKovJ8ilFdM2,"Liberal ","Young ","Female ","Educated","White","Christian","Conservative","Male"
R_2742BVzfGaBVAHm,"Educated","Liberal","Educated","Liberal","Conservative ","Religious ","Wealthy ","White"
R_273tHH2nt3uBFw5,"Liberal","Democrat","Hispanic","Male","Religious ","White ","Conservative ","Rich"
R_3em09EWoFy625nf,"Intelligent","Caring","Liberal","Open-minded","Stuck in the past","Religious","Racist","Close-minded"
R_1q8uU8OJRoNiDao,"Open ","Liberal ","Supportive ","Kind","Stereotypical conservative ","Ignorant ","Racist ","Bigoted "
R_6zioosC7L8yXjrn,"Liberal","Anti-conservative","Pro-government","Left-wing","Racist ","Sexist ","Homophobic ","Old-fashioned"
R_1ABbuxQQ2CpBDUx,"Sane","Brave","Intelligent","Liberal","White","Christian","Middle-aged","Conservative"
R_07Bmkn3gCN2ZhHb,"Intelligent","Compassionate","Liberal","Pro-choice","Rich","White","Conservative","Older"
R_7PXAYZ54E98IWe5,"Hates war","Hates Bush","Hates rich people","Hates Republicans","Racist ","Religious fanatics ","Stupid ","Homophobic"
R_26gOGPo3Yylp8r7,"Liberal","Female","Middle-class","Middle-aged","Religious ","Conservative ","White ","Male"
R_z6XyeNxKoro7YD7,"Open-minded","Pro-reform","Progressive","Liberal","Aggressive","Racist","Religious","Misogynist"
R_2zejC8vzKPdyQdq,"Liberal","Young","Female","Upper-class","Christian","Conservative","White","Republican"
R_2R4cqwtNMZotS8o,"Economic Liberalism","Social Liberalism","Environmentalism","Civil Liberties","Angry","Racist","Homophobic","Christian"
R_2zuvIZxuu0cSoZl,"Liberal","Open-minded","Intelligent","Independent","Conservative","Christian","White","Male"
R_WDtgA17SXzGGDFn,"I'm OK, you're OK","I'm OK, you're not OK","I'm not OK, you're not OK","I'm not OK, you're OK","Conservative","Patriotic","Libertarian","Independent"
R_Rqw5RqQug94RTwZ,"Liberal","Educated","Uninformed","Unemotional","Conservative ","Christian ","Conservative ","White"
R_2Qo1iTaI7DZ933W,"Liberals","Poor","Male","Middle-aged","White ","Christian ","Old ","Rich"
R_6XwxnzBy7fsHfF3,"Liberal ","Dumb ","Loser ","Poor","Conservative","Patriotic","Pro-Life","Christian"
R_OPZEcUG4XqTznJT,"Stupid ","Weak ","Losers ","Losers","Extremely conservative","Male","Middle class","Old"
R_2SCU0AU94lhoka8,"Intolerant","Irrational","Uninformed","Naive","Conservatives ","Older people ","Moderates ","Male"
R_2UaZckkOYj53jRf,"Liberals","Socialists","Pacifists","Unpatriotic","Conservative ","Confident ","Patriotic ","Anti-Democrat"
R_1LgBSVhQs3L60p7,"compassionate ","tolerant ","progressive ","in favor of social justice and equality ","Religious","Rich","Conservative","White"
R_1Qo3kj11Hcxs5MD,"Affirmative Action","Gun Control","Abortion Rights","Gay Rights","White  no surprise there","Male","Older I am not sure what the average age is","Straight no surprise there either"
R_0AGUaDeYq033Hdb,"Male in order to include the males who like the Democrats","Young in order to include the young people who like the Democrats","Poor in order to include the poor people who like the Democrats","Uneducated in order to include the uneducated people who like the Democrats","Angry","White","Racist","Homophobic"
R_3q8V7FySRVB6eV1,"Progressive","Intelligent","Moral","Compassionate","Ignorance","Hatred","Greed","Hypocrisy"
R_2AGYnHX2p9pOl1O,"Liberal","Pro-Social Services","Soft on Crime","Pro-Women","More religious ","More conservative ","More white ","More male"
R_1hz07QjMK2zwqAi,"Liberal","Female","Young","Wealthy","God fearing","Patriotic","Conservative","Hardworking"
R_1ES5xV4AmJLYc93,"Pro-choice","Anti-war","Pro-affirmative action","Pro-gay rights","People who believe in small government","People who believe in less government spending","People who believe in lowering taxes","People who believe in the "
R_AMUT66SEy3oX99T,"Liberals","Democrats","Hispanics","Women","Racist ","Ignorant ","Rich ","Old"
